hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa
traditional,purchase-only,quarterly,State,New York,NY,1992,1,1.09,101.16
traditional,purchase-only,quarterly,State,New York,NY,1993,1,-0.29,99.9
traditional,purchase-only,quarterly,State,New York,NY,1994,1,-0.61,99.74
traditional,purchase-only,quarterly,State,New York,NY,1995,1,-2.15,98.37
traditional,purchase-only,quarterly,State,New York,NY,1996,1,-1.04,99.61
traditional,purchase-only,quarterly,State,New York,NY,1997,1,-1.41,99.29
traditional,purchase-only,quarterly,State,New York,NY,1998,1,1.35,102.09
traditional,purchase-only,quarterly,State,New York,NY,1999,1,8.58,109.34
traditional,purchase-only,quarterly,State,New York,NY,2000,1,18.75,119.46
traditional,purchase-only,quarterly,State,New York,NY,2001,1,30.26,130.86
traditional,purchase-only,quarterly,State,New York,NY,2002,1,44.95,145.43
traditional,purchase-only,quarterly,State,New York,NY,2003,1,63.94,164.34
traditional,purchase-only,quarterly,State,New York,NY,2004,1,81.63,182.02
traditional,purchase-only,quarterly,State,New York,NY,2005,1,100.05,200.51
traditional,purchase-only,quarterly,State,New York,NY,2006,1,114.07,214.62
traditional,purchase-only,quarterly,State,New York,NY,2007,1,114.34,214.92
traditional,purchase-only,quarterly,State,New York,NY,2008,1,112.93,213.55
traditional,purchase-only,quarterly,State,New York,NY,2009,1,104.46,205.08
traditional,purchase-only,quarterly,State,New York,NY,2010,1,101.64,202.29
traditional,purchase-only,quarterly,State,New York,NY,2011,1,96.32,197.04
traditional,purchase-only,quarterly,State,New York,NY,2012,1,93.77,194.66
traditional,purchase-only,quarterly,State,New York,NY,2013,1,95.4,196.49
traditional,purchase-only,quarterly,State,New York,NY,2014,1,98.29,199.57
traditional,purchase-only,quarterly,State,New York,NY,2015,1,102.64,204.07
traditional,purchase-only,quarterly,State,New York,NY,2016,1,107.47,208.98
traditional,purchase-only,quarterly,State,New York,NY,2017,1,117.76,219.28
traditional,purchase-only,quarterly,State,New York,NY,2018,1,131.72,233.24
traditional,purchase-only,quarterly,State,New York,NY,2019,1,139.78,241.26
traditional,purchase-only,quarterly,State,New York,NY,2020,1,153.82,255.47
traditional,purchase-only,quarterly,State,New York,NY,2021,1,186.38,288.44
traditional,purchase-only,quarterly,State,New York,NY,2022,1,227.2,329.97
traditional,purchase-only,quarterly,State,New York,NY,2023,1,242.0,345.18
traditional,purchase-only,quarterly,State,New York,NY,2024,1,278.25,382.1
traditional,purchase-only,quarterly,State,Ohio,OH,1991,1,0.0,100.0
traditional,purchase-only,quarterly,State,Ohio,OH,1992,1,4.15,104.18
traditional,purchase-only,quarterly,State,Ohio,OH,1993,1,7.94,107.99
traditional,purchase-only,quarterly,State,Ohio,OH,1994,1,13.5,113.54
traditional,purchase-only,quarterly,State,Ohio,OH,1995,1,18.77,118.75
traditional,purchase-only,quarterly,State,Ohio,OH,1996,1,24.11,124.03
traditional,purchase-only,quarterly,State,Ohio,OH,1997,1,28.06,127.94
traditional,purchase-only,quarterly,State,Ohio,OH,1998,1,32.54,132.44
traditional,purchase-only,quarterly,State,Ohio,OH,1999,1,38.29,138.21
traditional,purchase-only,quarterly,State,Ohio,OH,2000,1,43.76,143.77
traditional,purchase-only,quarterly,State,Ohio,OH,2001,1,49.13,149.25
traditional,purchase-only,quarterly,State,Ohio,OH,2002,1,54.51,154.77
traditional,purchase-only,quarterly,State,Ohio,OH,2003,1,59.56,159.98
traditional,purchase-only,quarterly,State,Ohio,OH,2004,1,64.96,165.58
traditional,purchase-only,quarterly,State,Ohio,OH,2005,1,69.68,170.55
traditional,purchase-only,quarterly,State,Ohio,OH,2006,1,72.94,174.13
traditional,purchase-only,quarterly,State,Ohio,OH,2007,1,71.36,172.99
traditional,purchase-only,quarterly,State,Ohio,OH,2008,1,62.42,164.44
traditional,purchase-only,quarterly,State,Ohio,OH,2009,1,51.98,154.27
traditional,purchase-only,quarterly,State,Ohio,OH,2010,1,52.84,155.44
traditional,purchase-only,quarterly,State,Ohio,OH,2011,1,42.95,145.6
traditional,purchase-only,quarterly,State,Ohio,OH,2012,1,43.77,146.48
traditional,purchase-only,quarterly,State,Ohio,OH,2013,1,48.19,150.87
traditional,purchase-only,quarterly,State,Ohio,OH,2014,1,55.06,157.61
traditional,purchase-only,quarterly,State,Ohio,OH,2015,1,60.37,162.78
traditional,purchase-only,quarterly,State,Ohio,OH,2016,1,67.56,169.74
traditional,purchase-only,quarterly,State,Ohio,OH,2017,1,77.4,179.32
traditional,purchase-only,quarterly,State,Ohio,OH,2018,1,89.2,190.82
traditional,purchase-only,quarterly,State,Ohio,OH,2019,1,99.81,201.35
traditional,purchase-only,quarterly,State,Ohio,OH,2020,1,113.7,215.23
traditional,purchase-only,quarterly,State,Ohio,OH,2021,1,142.84,244.6
traditional,purchase-only,quarterly,State,Ohio,OH,2022,1,179.07,281.02
traditional,purchase-only,quarterly,State,Ohio,OH,2023,1,196.2,298.22
traditional,purchase-only,quarterly,State,Ohio,OH,2024,1,219.22,321.29
traditional,purchase-only,quarterly,State,Oklahoma,OK,1991,1,0.0,100.0
traditional,purchase-only,quarterly,State,Oklahoma,OK,1992,1,2.75,102.77
traditional,purchase-only,quarterly,State,Oklahoma,OK,1993,1,5.39,105.45
traditional,purchase-only,quarterly,State,Oklahoma,OK,1994,1,12.08,112.18
traditional,purchase-only,quarterly,State,Oklahoma,OK,1995,1,14.83,114.93
traditional,purchase-only,quarterly,State,Oklahoma,OK,1996,1,18.94,119.01
traditional,purchase-only,quarterly,State,Oklahoma,OK,1997,1,22.94,122.94
traditional,purchase-only,quarterly,State,Oklahoma,OK,1998,1,26.73,126.67
traditional,purchase-only,quarterly,State,Oklahoma,OK,1999,1,33.56,133.47
traditional,purchase-only,quarterly,State,Oklahoma,OK,2000,1,39.45,139.39
traditional,purchase-only,quarterly,State,Oklahoma,OK,2001,1,44.63,144.64
traditional,purchase-only,quarterly,State,Oklahoma,OK,2002,1,50.56,150.68
traditional,purchase-only,quarterly,State,Oklahoma,OK,2003,1,54.98,155.21
traditional,purchase-only,quarterly,State,Oklahoma,OK,2004,1,61.75,162.12
traditional,purchase-only,quarterly,State,Oklahoma,OK,2005,1,68.34,168.87
traditional,purchase-only,quarterly,State,Oklahoma,OK,2006,1,79.12,179.87
traditional,purchase-only,quarterly,State,Oklahoma,OK,2007,1,88.66,189.66
traditional,purchase-only,quarterly,State,Oklahoma,OK,2008,1,90.99,192.24
traditional,purchase-only,quarterly,State,Oklahoma,OK,2009,1,88.86,190.34
traditional,purchase-only,quarterly,State,Oklahoma,OK,2010,1,89.53,191.14
traditional,purchase-only,quarterly,State,Oklahoma,OK,2011,1,82.57,184.06
traditional,purchase-only,quarterly,State,Oklahoma,OK,2012,1,86.49,187.78
traditional,purchase-only,quarterly,State,Oklahoma,OK,2013,1,97.51,198.6
traditional,purchase-only,quarterly,State,Oklahoma,OK,2014,1,103.34,204.17
traditional,purchase-only,quarterly,State,Oklahoma,OK,2015,1,112.27,212.95
traditional,purchase-only,quarterly,State,Oklahoma,OK,2016,1,115.0,215.56
traditional,purchase-only,quarterly,State,Oklahoma,OK,2017,1,123.25,223.8
traditional,purchase-only,quarterly,State,Oklahoma,OK,2018,1,128.44,228.86
traditional,purchase-only,quarterly,State,Oklahoma,OK,2019,1,141.15,241.51
traditional,purchase-only,quarterly,State,Oklahoma,OK,2020,1,153.21,253.46
traditional,purchase-only,quarterly,State,Oklahoma,OK,2021,1,179.49,279.74
traditional,purchase-only,quarterly,State,Oklahoma,OK,2022,1,224.31,324.51
traditional,purchase-only,quarterly,State,Oklahoma,OK,2023,1,248.3,348.44
traditional,purchase-only,quarterly,State,Oklahoma,OK,2024,1,266.54,366.51
traditional,purchase-only,quarterly,State,Oregon,OR,1991,1,0.0,100.0
traditional,purchase-only,quarterly,State,Oregon,OR,1992,1,8.21,108.2
traditional,purchase-only,quarterly,State,Oregon,OR,1993,1,16.63,116.61
traditional,purchase-only,quarterly,State,Oregon,OR,1994,1,28.67,128.61
traditional,purchase-only,quarterly,State,Oregon,OR,1995,1,41.57,141.5
traditional,purchase-only,quarterly,State,Oregon,OR,1996,1,50.9,150.8
traditional,purchase-only,quarterly,State,Oregon,OR,1997,1,61.81,161.7
traditional,purchase-only,quarterly,State,Oregon,OR,1998,1,66.21,166.1
traditional,purchase-only,quarterly,State,Oregon,OR,1999,1,72.93,172.91
traditional,purchase-only,quarterly,State,Oregon,OR,2000,1,78.96,179.03
traditional,purchase-only,quarterly,State,Oregon,OR,2001,1,85.59,185.79
traditional,purchase-only,quarterly,State,Oregon,OR,2002,1,94.36,194.75
traditional,purchase-only,quarterly,State,Oregon,OR,2003,1,106.9,207.6
traditional,purchase-only,quarterly,State,Oregon,OR,2004,1,124.37,225.47
traditional,purchase-only,quarterly,State,Oregon,OR,2005,1,154.51,256.12
traditional,purchase-only,quarterly,State,Oregon,OR,2006,1,202.43,304.55
traditional,purchase-only,quarterly,State,Oregon,OR,2007,1,230.01,332.71
traditional,purchase-only,quarterly,State,Oregon,OR,2008,1,218.84,321.72
traditional,purchase-only,quarterly,State,Oregon,OR,2009,1,190.99,294.17
traditional,purchase-only,quarterly,State,Oregon,OR,2010,1,165.47,268.69
traditional,purchase-only,quarterly,State,Oregon,OR,2011,1,141.46,244.84
traditional,purchase-only,quarterly,State,Oregon,OR,2012,1,138.21,241.69
traditional,purchase-only,quarterly,State,Oregon,OR,2013,1,164.02,267.95
traditional,purchase-only,quarterly,State,Oregon,OR,2014,1,186.47,290.38
traditional,purchase-only,quarterly,State,Oregon,OR,2015,1,206.0,309.66
traditional,purchase-only,quarterly,State,Oregon,OR,2016,1,242.82,346.19
traditional,purchase-only,quarterly,State,Oregon,OR,2017,1,272.22,375.06
traditional,purchase-only,quarterly,State,Oregon,OR,2018,1,304.93,407.35
traditional,purchase-only,quarterly,State,Oregon,OR,2019,1,322.17,423.98
traditional,purchase-only,quarterly,State,Oregon,OR,2020,1,350.29,452.02
traditional,purchase-only,quarterly,State,Oregon,OR,2021,1,415.68,517.46
traditional,purchase-only,quarterly,State,Oregon,OR,2022,1,506.97,609.37
traditional,purchase-only,quarterly,State,Oregon,OR,2023,1,495.81,598.13
traditional,purchase-only,quarterly,State,Oregon,OR,2024,1,520.03,622.72
traditional,purchase-only,quarterly,State,Pennsylvania,PA,1991,1,0.0,100.0
traditional,purchase-only,quarterly,State,Pennsylvania,PA,1992,1,1.84,101.89
traditional,purchase-only,quarterly,State,Pennsylvania,PA,1993,1,2.31,102.44
traditional,purchase-only,quarterly,State,Pennsylvania,PA,1994,1,4.19,104.4
traditional,purchase-only,quarterly,State,Pennsylvania,PA,1995,1,3.47,103.74
traditional,purchase-only,quarterly,State,Pennsylvania,PA,1996,1,4.95,105.26
traditional,purchase-only,quarterly,State,Pennsylvania,PA,1997,1,6.24,106.55
traditional,purchase-only,quarterly,State,Pennsylvania,PA,1998,1,7.47,107.77
traditional,purchase-only,quarterly,State,Pennsylvania,PA,1999,1,11.39,111.7
traditional,purchase-only,quarterly,State,Pennsylvania,PA,2000,1,16.28,116.63
traditional,purchase-only,quarterly,State,Pennsylvania,PA,2001,1,22.62,123.03
traditional,purchase-only,quarterly,State,Pennsylvania,PA,2002,1,31.15,131.65
traditional,purchase-only,quarterly,State,Pennsylvania,PA,2003,1,42.88,143.48
traditional,purchase-only,quarterly,State,Pennsylvania,PA,2004,1,55.85,156.55
traditional,purchase-only,quarterly,State,Pennsylvania,PA,2005,1,73.05,173.83
traditional,purchase-only,quarterly,State,Pennsylvania,PA,2006,1,91.17,192.04
traditional,purchase-only,quarterly,State,Pennsylvania,PA,2007,1,97.44,198.31
traditional,purchase-only,quarterly,State,Pennsylvania,PA,2008,1,95.88,196.83
traditional,purchase-only,quarterly,State,Pennsylvania,PA,2009,1,85.92,186.96
traditional,purchase-only,quarterly,State,Pennsylvania,PA,2010,1,86.29,187.58
traditional,purchase-only,quarterly,State,Pennsylvania,PA,2011,1,79.42,180.91
traditional,purchase-only,quarterly,State,Pennsylvania,PA,2012,1,76.99,178.71
traditional,purchase-only,quarterly,State,Pennsylvania,PA,2013,1,81.0,182.93
traditional,purchase-only,quarterly,State,Pennsylvania,PA,2014,1,84.79,186.84
traditional,purchase-only,quarterly,State,Pennsylvania,PA,2015,1,88.24,190.25
traditional,purchase-only,quarterly,State,Pennsylvania,PA,2016,1,94.99,196.85
traditional,purchase-only,quarterly,State,Pennsylvania,PA,2017,1,103.34,204.97
traditional,purchase-only,quarterly,State,Pennsylvania,PA,2018,1,114.46,215.92
traditional,purchase-only,quarterly,State,Pennsylvania,PA,2019,1,125.27,226.58
traditional,purchase-only,quarterly,State,Pennsylvania,PA,2020,1,137.35,238.61
traditional,purchase-only,quarterly,State,Pennsylvania,PA,2021,1,165.3,266.66
traditional,purchase-only,quarterly,State,Pennsylvania,PA,2022,1,202.5,304.02
traditional,purchase-only,quarterly,State,Pennsylvania,PA,2023,1,217.96,319.41
traditional,purchase-only,quarterly,State,Pennsylvania,PA,2024,1,242.18,343.55
traditional,purchase-only,quarterly,State,Rhode Island,RI,1991,1,0.0,100.0
traditional,purchase-only,quarterly,State,Rhode Island,RI,1992,1,-3.85,96.2
traditional,purchase-only,quarterly,State,Rhode Island,RI,1993,1,-6.3,93.85
traditional,purchase-only,quarterly,State,Rhode Island,RI,1994,1,-7.99,92.27
traditional,purchase-only,quarterly,State,Rhode Island,RI,1995,1,-8.27,92.13
traditional,purchase-only,quarterly,State,Rhode Island,RI,1996,1,-9.59,90.9
traditional,purchase-only,quarterly,State,Rhode Island,RI,1997,1,-9.2,91.42
traditional,purchase-only,quarterly,State,Rhode Island,RI,1998,1,-7.64,93.12
traditional,purchase-only,quarterly,State,Rhode Island,RI,1999,1,-1.58,99.41
traditional,purchase-only,quarterly,State,Rhode Island,RI,2000,1,5.95,107.12
traditional,purchase-only,quarterly,State,Rhode Island,RI,2001,1,21.37,122.77
traditional,purchase-only,quarterly,State,Rhode Island,RI,2002,1,41.93,143.52
traditional,purchase-only,quarterly,State,Rhode Island,RI,2003,1,69.23,171.03
traditional,purchase-only,quarterly,State,Rhode Island,RI,2004,1,98.38,200.41
traditional,purchase-only,quarterly,State,Rhode Island,RI,2005,1,128.12,230.52
traditional,purchase-only,quarterly,State,Rhode Island,RI,2006,1,133.6,236.29
traditional,purchase-only,quarterly,State,Rhode Island,RI,2007,1,124.21,227.1
traditional,purchase-only,quarterly,State,Rhode Island,RI,2008,1,109.39,212.31
traditional,purchase-only,quarterly,State,Rhode Island,RI,2009,1,95.01,197.84
traditional,purchase-only,quarterly,State,Rhode Island,RI,2010,1,80.04,182.64
traditional,purchase-only,quarterly,State,Rhode Island,RI,2011,1,75.49,178.04
traditional,purchase-only,quarterly,State,Rhode Island,RI,2012,1,69.07,171.52
traditional,purchase-only,quarterly,State,Rhode Island,RI,2013,1,68.67,171.14
traditional,purchase-only,quarterly,State,Rhode Island,RI,2014,1,78.68,181.31
traditional,purchase-only,quarterly,State,Rhode Island,RI,2015,1,83.76,186.48
traditional,purchase-only,quarterly,State,Rhode Island,RI,2016,1,90.9,193.64
traditional,purchase-only,quarterly,State,Rhode Island,RI,2017,1,103.96,206.74
traditional,purchase-only,quarterly,State,Rhode Island,RI,2018,1,119.06,222.03
traditional,purchase-only,quarterly,State,Rhode Island,RI,2019,1,129.75,232.93
traditional,purchase-only,quarterly,State,Rhode Island,RI,2020,1,145.76,249.24
traditional,purchase-only,quarterly,State,Rhode Island,RI,2021,1,182.99,287.11
traditional,purchase-only,quarterly,State,Rhode Island,RI,2022,1,231.64,336.35
traditional,purchase-only,quarterly,State,Rhode Island,RI,2023,1,255.01,359.85
traditional,purchase-only,quarterly,State,Rhode Island,RI,2024,1,283.7,388.35
traditional,purchase-only,quarterly,State,South Carolina,SC,1991,1,0.0,100.0
traditional,purchase-only,quarterly,State,South Carolina,SC,1992,1,3.01,103.0
traditional,purchase-only,quarterly,State,South Carolina,SC,1993,1,5.37,105.32
traditional,purchase-only,quarterly,State,South Carolina,SC,1994,1,9.02,108.91
traditional,purchase-only,quarterly,State,South Carolina,SC,1995,1,13.16,113.0
traditional,purchase-only,quarterly,State,South Carolina,SC,1996,1,17.16,116.99
traditional,purchase-only,quarterly,State,South Carolina,SC,1997,1,22.05,121.91
traditional,purchase-only,quarterly,State,South Carolina,SC,1998,1,26.59,126.53
traditional,purchase-only,quarterly,State,South Carolina,SC,1999,1,33.17,133.15
traditional,purchase-only,quarterly,State,South Carolina,SC,2000,1,40.69,140.72
traditional,purchase-only,quarterly,State,South Carolina,SC,2001,1,46.27,146.26
traditional,purchase-only,quarterly,State,South Carolina,SC,2002,1,52.06,152.02
traditional,purchase-only,quarterly,State,South Carolina,SC,2003,1,55.51,155.45
traditional,purchase-only,quarterly,State,South Carolina,SC,2004,1,63.27,163.33
traditional,purchase-only,quarterly,State,South Carolina,SC,2005,1,72.89,173.03
traditional,purchase-only,quarterly,State,South Carolina,SC,2006,1,87.93,188.14
traditional,purchase-only,quarterly,State,South Carolina,SC,2007,1,97.94,198.14
traditional,purchase-only,quarterly,State,South Carolina,SC,2008,1,99.95,200.32
traditional,purchase-only,quarterly,State,South Carolina,SC,2009,1,91.91,192.59
traditional,purchase-only,quarterly,State,South Carolina,SC,2010,1,83.22,184.27
traditional,purchase-only,quarterly,State,South Carolina,SC,2011,1,68.81,170.17
traditional,purchase-only,quarterly,State,South Carolina,SC,2012,1,66.88,168.47
traditional,purchase-only,quarterly,State,South Carolina,SC,2013,1,74.44,176.1
traditional,purchase-only,quarterly,State,South Carolina,SC,2014,1,80.23,181.65
traditional,purchase-only,quarterly,State,South Carolina,SC,2015,1,93.61,194.74
traditional,purchase-only,quarterly,State,South Carolina,SC,2016,1,104.47,205.34
traditional,purchase-only,quarterly,State,South Carolina,SC,2017,1,114.92,215.66
traditional,purchase-only,quarterly,State,South Carolina,SC,2018,1,129.87,230.65
traditional,purchase-only,quarterly,State,South Carolina,SC,2019,1,144.12,245.11
traditional,purchase-only,quarterly,State,South Carolina,SC,2020,1,159.26,260.52
traditional,purchase-only,quarterly,State,South Carolina,SC,2021,1,190.62,292.08
traditional,purchase-only,quarterly,State,South Carolina,SC,2022,1,255.24,356.99
traditional,purchase-only,quarterly,State,South Carolina,SC,2023,1,287.58,389.26
traditional,purchase-only,quarterly,State,South Carolina,SC,2024,1,321.23,422.69
traditional,purchase-only,quarterly,State,South Dakota,SD,1991,1,0.0,100.0
traditional,purchase-only,quarterly,State,South Dakota,SD,1992,1,7.28,107.3
traditional,purchase-only,quarterly,State,South Dakota,SD,1993,1,12.81,112.84
traditional,purchase-only,quarterly,State,South Dakota,SD,1994,1,23.4,123.42
traditional,purchase-only,quarterly,State,South Dakota,SD,1995,1,25.77,125.74
traditional,purchase-only,quarterly,State,South Dakota,SD,1996,1,33.87,133.85
traditional,purchase-only,quarterly,State,South Dakota,SD,1997,1,36.55,136.59
traditional,purchase-only,quarterly,State,South Dakota,SD,1998,1,45.46,145.61
traditional,purchase-only,quarterly,State,South Dakota,SD,1999,1,50.16,150.41
traditional,purchase-only,quarterly,State,South Dakota,SD,2000,1,55.14,155.54
traditional,purchase-only,quarterly,State,South Dakota,SD,2001,1,62.22,162.71
traditional,purchase-only,quarterly,State,South Dakota,SD,2002,1,68.06,168.68
traditional,purchase-only,quarterly,State,South Dakota,SD,2003,1,74.81,175.55
traditional,purchase-only,quarterly,State,South Dakota,SD,2004,1,84.8,185.66
traditional,purchase-only,quarterly,State,South Dakota,SD,2005,1,95.57,196.5
traditional,purchase-only,quarterly,State,South Dakota,SD,2006,1,106.46,207.37
traditional,purchase-only,quarterly,State,South Dakota,SD,2007,1,115.12,216.0
traditional,purchase-only,quarterly,State,South Dakota,SD,2008,1,121.07,221.94
traditional,purchase-only,quarterly,State,South Dakota,SD,2009,1,121.11,222.0
traditional,purchase-only,quarterly,State,South Dakota,SD,2010,1,121.75,222.68
traditional,purchase-only,quarterly,State,South Dakota,SD,2011,1,116.03,217.01
traditional,purchase-only,quarterly,State,South Dakota,SD,2012,1,117.47,218.6
traditional,purchase-only,quarterly,State,South Dakota,SD,2013,1,126.21,227.58
traditional,purchase-only,quarterly,State,South Dakota,SD,2014,1,137.02,238.71
traditional,purchase-only,quarterly,State,South Dakota,SD,2015,1,145.5,247.51
traditional,purchase-only,quarterly,State,South Dakota,SD,2016,1,159.41,261.72
traditional,purchase-only,quarterly,State,South Dakota,SD,2017,1,167.57,270.04
traditional,purchase-only,quarterly,State,South Dakota,SD,2018,1,183.83,286.41
traditional,purchase-only,quarterly,State,South Dakota,SD,2019,1,197.53,300.17
traditional,purchase-only,quarterly,State,South Dakota,SD,2020,1,210.62,313.3
traditional,purchase-only,quarterly,State,South Dakota,SD,2021,1,255.29,358.21
traditional,purchase-only,quarterly,State,South Dakota,SD,2022,1,316.09,419.41
traditional,purchase-only,quarterly,State,South Dakota,SD,2023,1,350.49,453.89
traditional,purchase-only,quarterly,State,South Dakota,SD,2024,1,371.61,475.0
traditional,purchase-only,quarterly,State,Tennessee,TN,1991,1,0.0,100.0
traditional,purchase-only,quarterly,State,Tennessee,TN,1992,1,2.53,102.52
traditional,purchase-only,quarterly,State,Tennessee,TN,1993,1,4.72,104.7
traditional,purchase-only,quarterly,State,Tennessee,TN,1994,1,11.34,111.32
traditional,purchase-only,quarterly,State,Tennessee,TN,1995,1,17.79,117.76
traditional,purchase-only,quarterly,State,Tennessee,TN,1996,1,23.7,123.65
traditional,purchase-only,quarterly,State,Tennessee,TN,1997,1,29.16,129.11
traditional,purchase-only,quarterly,State,Tennessee,TN,1998,1,33.25,133.2
traditional,purchase-only,quarterly,State,Tennessee,TN,1999,1,39.56,139.5
traditional,purchase-only,quarterly,State,Tennessee,TN,2000,1,43.89,143.8
traditional,purchase-only,quarterly,State,Tennessee,TN,2001,1,47.6,147.54
traditional,purchase-only,quarterly,State,Tennessee,TN,2002,1,51.74,151.72
traditional,purchase-only,quarterly,State,Tennessee,TN,2003,1,56.83,156.9
traditional,purchase-only,quarterly,State,Tennessee,TN,2004,1,63.13,163.3
traditional,purchase-only,quarterly,State,Tennessee,TN,2005,1,73.99,174.36
traditional,purchase-only,quarterly,State,Tennessee,TN,2006,1,87.47,188.02
traditional,purchase-only,quarterly,State,Tennessee,TN,2007,1,97.31,198.18
traditional,purchase-only,quarterly,State,Tennessee,TN,2008,1,97.04,198.26
traditional,purchase-only,quarterly,State,Tennessee,TN,2009,1,88.48,190.14
traditional,purchase-only,quarterly,State,Tennessee,TN,2010,1,82.24,184.23
traditional,purchase-only,quarterly,State,Tennessee,TN,2011,1,75.19,177.42
traditional,purchase-only,quarterly,State,Tennessee,TN,2012,1,74.53,176.8
traditional,purchase-only,quarterly,State,Tennessee,TN,2013,1,83.86,186.14
traditional,purchase-only,quarterly,State,Tennessee,TN,2014,1,91.95,193.99
traditional,purchase-only,quarterly,State,Tennessee,TN,2015,1,102.89,204.72
traditional,purchase-only,quarterly,State,Tennessee,TN,2016,1,114.5,216.11
traditional,purchase-only,quarterly,State,Tennessee,TN,2017,1,128.97,230.43
traditional,purchase-only,quarterly,State,Tennessee,TN,2018,1,147.08,248.49
traditional,purchase-only,quarterly,State,Tennessee,TN,2019,1,164.41,265.72
traditional,purchase-only,quarterly,State,Tennessee,TN,2020,1,185.23,286.46
traditional,purchase-only,quarterly,State,Tennessee,TN,2021,1,227.44,328.54
traditional,purchase-only,quarterly,State,Tennessee,TN,2022,1,307.79,409.04
traditional,purchase-only,quarterly,State,Tennessee,TN,2023,1,335.07,436.34
traditional,purchase-only,quarterly,State,Tennessee,TN,2024,1,360.9,462.32
traditional,purchase-only,quarterly,State,Texas,TX,1991,1,0.0,100.0
traditional,purchase-only,quarterly,State,Texas,TX,1992,1,2.04,102.03
traditional,purchase-only,quarterly,State,Texas,TX,1993,1,3.97,103.96
traditional,purchase-only,quarterly,State,Texas,TX,1994,1,8.46,108.44
traditional,purchase-only,quarterly,State,Texas,TX,1995,1,10.39,110.35
traditional,purchase-only,quarterly,State,Texas,TX,1996,1,12.97,112.92
traditional,purchase-only,quarterly,State,Texas,TX,1997,1,14.85,114.79
traditional,purchase-only,quarterly,State,Texas,TX,1998,1,19.69,119.62
traditional,purchase-only,quarterly,State,Texas,TX,1999,1,26.72,126.66
traditional,purchase-only,quarterly,State,Texas,TX,2000,1,35.6,135.56
traditional,purchase-only,quarterly,State,Texas,TX,2001,1,43.85,143.84
traditional,purchase-only,quarterly,State,Texas,TX,2002,1,48.77,148.8
traditional,purchase-only,quarterly,State,Texas,TX,2003,1,53.24,153.3
traditional,purchase-only,quarterly,State,Texas,TX,2004,1,56.99,157.07
traditional,purchase-only,quarterly,State,Texas,TX,2005,1,63.3,163.42
traditional,purchase-only,quarterly,State,Texas,TX,2006,1,73.84,174.04
traditional,purchase-only,quarterly,State,Texas,TX,2007,1,84.38,184.73
traditional,purchase-only,quarterly,State,Texas,TX,2008,1,87.33,187.89
traditional,purchase-only,quarterly,State,Texas,TX,2009,1,85.26,186.02
traditional,purchase-only,quarterly,State,Texas,TX,2010,1,86.4,187.33
traditional,purchase-only,quarterly,State,Texas,TX,2011,1,81.48,182.48
traditional,purchase-only,quarterly,State,Texas,TX,2012,1,86.12,187.14
traditional,purchase-only,quarterly,State,Texas,TX,2013,1,97.61,198.59
traditional,purchase-only,quarterly,State,Texas,TX,2014,1,112.66,213.57
traditional,purchase-only,quarterly,State,Texas,TX,2015,1,126.14,226.91
traditional,purchase-only,quarterly,State,Texas,TX,2016,1,141.05,241.65
traditional,purchase-only,quarterly,State,Texas,TX,2017,1,157.28,257.66
traditional,purchase-only,quarterly,State,Texas,TX,2018,1,175.55,275.77
traditional,purchase-only,quarterly,State,Texas,TX,2019,1,188.17,288.26
traditional,purchase-only,quarterly,State,Texas,TX,2020,1,203.41,303.5
traditional,purchase-only,quarterly,State,Texas,TX,2021,1,239.37,339.45
traditional,purchase-only,quarterly,State,Texas,TX,2022,1,305.58,405.67
traditional,purchase-only,quarterly,State,Texas,TX,2023,1,326.51,426.52
traditional,purchase-only,quarterly,State,Texas,TX,2024,1,340.4,440.32
traditional,purchase-only,quarterly,State,Utah,UT,1991,1,0.0,100.0
traditional,purchase-only,quarterly,State,Utah,UT,1992,1,5.85,105.87
traditional,purchase-only,quarterly,State,Utah,UT,1993,1,17.37,117.4
traditional,purchase-only,quarterly,State,Utah,UT,1994,1,37.33,137.39
traditional,purchase-only,quarterly,State,Utah,UT,1995,1,54.07,154.17
traditional,purchase-only,quarterly,State,Utah,UT,1996,1,67.02,167.14
traditional,purchase-only,quarterly,State,Utah,UT,1997,1,74.87,174.94
traditional,purchase-only,quarterly,State,Utah,UT,1998,1,81.31,181.31
traditional,purchase-only,quarterly,State,Utah,UT,1999,1,86.46,186.35
traditional,purchase-only,quarterly,State,Utah,UT,2000,1,90.69,190.45
traditional,purchase-only,quarterly,State,Utah,UT,2001,1,94.84,194.47
traditional,purchase-only,quarterly,State,Utah,UT,2002,1,97.78,197.4
traditional,purchase-only,quarterly,State,Utah,UT,2003,1,100.81,200.5
traditional,purchase-only,quarterly,State,Utah,UT,2004,1,109.37,209.26
traditional,purchase-only,quarterly,State,Utah,UT,2005,1,126.6,226.74
traditional,purchase-only,quarterly,State,Utah,UT,2006,1,162.44,262.87
traditional,purchase-only,quarterly,State,Utah,UT,2007,1,205.24,306.22
traditional,purchase-only,quarterly,State,Utah,UT,2008,1,208.9,310.56
traditional,purchase-only,quarterly,State,Utah,UT,2009,1,175.68,277.79
traditional,purchase-only,quarterly,State,Utah,UT,2010,1,152.71,255.04
traditional,purchase-only,quarterly,State,Utah,UT,2011,1,134.66,237.07
traditional,purchase-only,quarterly,State,Utah,UT,2012,1,140.92,243.3
